파타, 66, 155
파다, 46, 187
아자, 48, 153
자아, 67, 146
카라, 82, 182
타사, 47, 197
사나, 62, 166
차차, 66, 148
타마, 46, 188
바라, 93, 168
카바, 88, 166
바바, 75, 147
가자, 53, 199
바파, 71, 199
하나, 99, 198
타마, 80, 197
자바, 50, 140
라하, 85, 190
자파, 90, 156
라사, 72, 182
마나, 69, 144
가차, 89, 143
하마, 75, 141
아카, 66, 175
바라, 58, 156
아자, 57, 196
파카, 98, 160
자바, 45, 148
하사, 65, 147
아자, 66, 169
바파, 95, 163
다카, 50, 197
나카, 61, 180
자하, 57, 176
타가, 60, 159
라마, 73, 196
바카, 95, 186
나다, 82, 191
나하, 70, 182
타라, 48, 183
타하, 43, 146
자다, 59, 180
차사, 89, 191
바나, 58, 140
라자, 81, 160
가나, 78, 177
파다, 77, 176
아가, 48, 180
가라, 72, 148
라나, 83, 147
타자, 79, 159
마파, 63, 164
다파, 77, 195
카다, 47, 182
라사, 87, 198
바마, 55, 149
바마, 78, 141
하가, 90, 167
라하, 96, 163
사가, 40, 159
타하, 84, 170
사다, 76, 173
하파, 45, 191
바나, 63, 153
파아, 70, 149
가사, 61, 184
하바, 62, 166
하나, 75, 185
카마, 55, 149
바자, 99, 196
카마, 91, 164
파바, 73, 151
나다, 96, 189
라타, 45, 159
하카, 82, 179
바파, 86, 147
나다, 40, 149
마타, 61, 182
사마, 65, 174
차라, 56, 146
마아, 82, 178
다자, 86, 181
자라, 90, 152
사마, 59, 195
하차, 85, 140
파마, 73, 140
카카, 65, 153
하사, 97, 142
가하, 41, 177
파마, 59, 143
차마, 99, 146
라나, 72, 145
타사, 59, 164
바자, 68, 172
차카, 56, 167
다바, 53, 197
마마, 54, 145
파자, 62, 192
나타, 88, 183
자차, 54, 168
라하, 65, 162
하가, 45, 178
다하, 79, 197
가카, 43, 195
아가, 65, 172
나바, 65, 148
자타, 42, 157
차마, 43, 167
자카, 60, 191
자차, 59, 156
차카, 73, 181
자파, 71, 190
다가, 79, 182
가자, 55, 176
하나, 59, 195
다다, 40, 164
나사, 70, 156
파아, 43, 149
사아, 65, 160
마자, 66, 143
사라, 78, 186
가사, 91, 178
마카, 88, 185
차카, 42, 197
타가, 63, 167
하가, 80, 194
바사, 96, 188
파라, 95, 194
바타, 42, 176
자파, 56, 149
다자, 43, 187
차아, 77, 182
아사, 83, 193
라나, 66, 193
다카, 50, 168
다바, 45, 195
가파, 93, 196
사하, 53, 154
자아, 93, 153
마마, 94, 160
다다, 79, 168
라마, 45, 152
가다, 52, 142
나다, 58, 143
나타, 62, 140
차카, 98, 140
자사, 50, 191
카카, 93, 185
사가, 99, 168
아카, 91, 161
사자, 52, 184
가자, 65, 159
카자, 92, 197
바하, 45, 188
마가, 65, 141
하사, 62, 167
카하, 72, 149
타라, 78, 147
라아, 68, 181
마자, 63, 171
파라, 93, 149
파마, 69, 182
하라, 98, 189
사파, 43, 143
하다, 73, 173
나아, 40, 190
사나, 88, 140
다사, 60, 181
바타, 98, 190
카나, 65, 144
자마, 63, 151
바마, 92, 140
사자, 43, 140
차다, 65, 161
카라, 61, 163
가자, 62, 180
사다, 86, 180
타라, 93, 149
마가, 81, 176
바카, 97, 157
다타, 66, 145
카마, 82, 181
가파, 43, 178
사바, 65, 156
아자, 68, 198
마아, 56, 193
라라, 86, 177
자사, 55, 184
라사, 65, 149
라아, 63, 194
자바, 91, 148
라마, 77, 193
라자, 49, 162
사나, 57, 147
바자, 65, 182
자가, 84, 165
나하, 54, 198
파바, 74, 171
타아, 94, 196
파파, 91, 144
아라, 83, 174
아가, 75, 157
나마, 96, 185
차가, 47, 175
다자, 97, 198
카하, 65, 149
나가, 77, 199
다파, 94, 160
사아, 42, 178
하하, 42, 163
타가, 78, 158
아자, 61, 147
나사, 59, 176
다아, 88, 184
파타, 88, 147
카하, 64, 157
라다, 65, 171
파나, 72, 196
사자, 48, 166
카자, 80, 156
가파, 64, 158
바라, 47, 194
마카, 64, 151
다라, 84, 167
가가, 41, 178
마타, 45, 144
다차, 98, 160
차라, 60, 166
차타, 96, 177
라마, 61, 193
자바, 40, 162
하하, 42, 166
사아, 73, 180
카사, 73, 175
다바, 61, 148
마파, 51, 164
하하, 94, 161
아아, 75, 162
사하, 89, 175
하마, 80, 179
바하, 56, 160
파라, 71, 192
타나, 70, 176
아사, 89, 181
다하, 74, 149
다아, 84, 183
라가, 95, 147
자타, 44, 168
라나, 72, 198
마자, 54, 189
가자, 78, 192
사사, 91, 169
바다, 69, 199
다마, 69, 189
차가, 64, 173
가하, 99, 170
바다, 89, 193
하차, 71, 187
가하, 54, 196
카차, 59, 171
나자, 60, 190
라아, 86, 187
파타, 72, 163
라마, 93, 186
사마, 52, 144
아마, 59, 146
자가, 45, 183
카자, 91, 154
파마, 85, 177
차라, 89, 140
카나, 96, 166
다나, 86, 149
하다, 41, 155
카라, 69, 154
자아, 60, 193
차사, 83, 194
카라, 90, 144
하마, 58, 148
마라, 91, 153
다가, 70, 170
나다, 69, 180
카나, 87, 187
바파, 64, 148
라나, 58, 193
라자, 47, 141
카나, 58, 172
사라, 59, 154
카아, 67, 149
차라, 83, 171
파사, 45, 174
자라, 54, 194
타파, 64, 175
카나, 47, 183
타하, 71, 181
자나, 79, 193
마카, 94, 177
라마, 60, 179
바마, 78, 165
다라, 57, 194
사마, 81, 185
아사, 87, 149
타카, 81, 148
자타, 47, 199
다파, 83, 182
하가, 73, 192
자차, 71, 159
아라, 77, 147
가타, 74, 153
마차, 65, 155
아아, 49, 142
다차, 43, 195
바다, 81, 142
하바, 70, 160
자다, 76, 193
파라, 56, 142
차카, 95, 141
카라, 71, 179
파아, 53, 158
바타, 86, 148
차다, 73, 189
가타, 68, 195
하라, 77, 196
파카, 64, 193
타파, 98, 148
다하, 82, 181
마차, 59, 185
차타, 51, 195
사파, 75, 177
마타, 69, 168
가카, 41, 155
마자, 93, 185
하바, 94, 195
가바, 96, 182
카아, 87, 199
사가, 62, 180
사타, 54, 144
라다, 89, 196
바하, 52, 197
나카, 86, 161
파하, 66, 155
아차, 59, 145
사카, 98, 146
나파, 64, 190
차카, 81, 180
라가, 90, 156
아타, 62, 140
하라, 92, 182
마아, 96, 192
다파, 68, 182
하가, 93, 186
다나, 95, 178
하아, 85, 162
타마, 91, 198
마파, 96, 142
하파, 67, 173
하자, 92, 169
하타, 64, 178
다차, 52, 158
아다, 80, 167
다마, 43, 157
카사, 85, 194
나라, 56, 171
하차, 57, 174
파라, 89, 181
아아, 96, 154
나나, 78, 189
타바, 54, 146
파아, 99, 172
바라, 81, 155
차파, 46, 181
사다, 70, 173
나사, 87, 196
아라, 69, 151
파마, 78, 181
사아, 98, 169
자타, 60, 142
나하, 93, 186
아자, 46, 189
바타, 89, 141
나다, 81, 159
나바, 94, 180
가파, 76, 180
차마, 89, 159
사바, 69, 155
라타, 86, 165
아아, 82, 165
하마, 61, 163
나사, 41, 156
마카, 77, 189
가파, 45, 146
카하, 98, 167
아파, 57, 174
마마, 91, 153
타파, 65, 192
바차, 44, 179
다가, 68, 153
나가, 96, 170
아차, 58, 146
카라, 96, 184
자카, 72, 199
다바, 87, 166
하다, 45, 146
다다, 75, 143
나라, 98, 176
카마, 50, 194
하바, 97, 192
파하, 93, 188
바나, 86, 142
자라, 47, 178
자파, 65, 167
라타, 52, 192
나마, 65, 146
마차, 89, 143
마사, 99, 189
사파, 65, 182
바마, 83, 154
타바, 62, 145
파가, 99, 165
타사, 44, 193
바마, 68, 178
하하, 61, 165
파하, 52, 160
나카, 51, 194
가하, 53, 178
타가, 57, 187
아바, 72, 186
마나, 54, 143
나나, 87, 180
하파, 56, 177
하파, 92, 156
카바, 87, 186
타바, 48, 162
가파, 82, 183
바나, 59, 182
마카, 93, 149
라하, 96, 198
가가, 69, 176
카파, 40, 166
나카, 92, 143
바아, 96, 141
마아, 80, 144
가카, 76, 173
다파, 53, 140
라차, 92, 193
타차, 61, 172
마나, 99, 182
바다, 61, 194
다바, 88, 177
다라, 90, 160
바카, 80, 192
아가, 61, 153
사마, 58, 161
라하, 81, 193
하나, 68, 155
바라, 77, 149
아차, 60, 176
사다, 48, 179
마하, 80, 191
가자, 92, 182
나라, 84, 149
나라, 75, 147
나차, 57, 166
라차, 83, 141
파타, 81, 185
하자, 53, 152
차하, 62, 190
다타, 84, 196
아라, 69, 175
마마, 94, 142
다라, 71, 190
카다, 55, 192
파타, 76, 151
하바, 58, 182
사파, 57, 166
나다, 57, 168
타마, 40, 190
마사, 72, 199
아바, 97, 169
다라, 52, 185
라사, 40, 164
다가, 88, 145
카타, 84, 186
파차, 51, 178
차사, 90, 148
자바, 75, 193
자마, 56, 180
다카, 48, 187
카아, 50, 197
라하, 82, 152
사파, 97, 180
가타, 69, 146
나바, 97, 199
라라, 49, 194
라자, 93, 147
카자, 66, 160
차다, 94, 175
가가, 74, 195
나가, 81, 148
나아, 45, 159
사사, 57, 187
다라, 50, 165
마차, 88, 185
마마, 71, 168
하가, 68, 188
마바, 93, 176
다라, 48, 145
사카, 60, 155
하사, 70, 193
아나, 81, 166
다사, 79, 152
아가, 94, 175
하파, 81, 149
나아, 91, 182
파하, 80, 190
가가, 87, 184
라라, 76, 158
하가, 77, 184
자자, 85, 171
카차, 79, 152
마나, 46, 144
차라, 43, 177
카다, 68, 180
차다, 94, 196
나자, 76, 197
라가, 44, 194
하카, 45, 161
자나, 95, 140
가카, 73, 165
가나, 85, 192
아하, 67, 140
타바, 40, 141
자사, 79, 142
파다, 96, 158
카사, 74, 172
나바, 48, 154
마가, 98, 164
나카, 64, 147
다자, 78, 197
사나, 62, 151
마차, 98, 198
다아, 46, 144
바아, 51, 173
차바, 76, 181
차라, 81, 184
